City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
30,ponta do sol,0,BR,1561852884,79,-20.63,-46.0,63.25,6.69
31,punta arenas,0,CL,1561852884,64,-53.16,-70.91,35.6,11.41
32,meulaboh,92,ID,1561852795,79,4.14,96.13,80.75,8.55
33,abu samrah,0,SY,1561852884,70,35.3,37.18,73.01,6.31
34,atuona,50,PF,1561852885,74,-9.8,-139.03,81.27,12.95
35,bluff,11,AU,1561852594,54,-23.58,149.07,69.77,5.06
36,erdaojiang,95,CN,1561852885,98,41.78,126.03,57.98,2.84
37,bastia,0,IT,1561852885,58,44.6,8.98,86.0,3.36
38,hilo,90,US,1561852885,58,19.71,-155.08,82.4,10.29
39,mahebourg,40,MU,1561852598,64,-20.41,57.7,71.6,16.11
40,barrow,100,AR,1561852712,89,-38.31,-60.23,42.84,8.57
41,avarua,100,CK,1561852888,56,-21.21,-159.78,73.4,17.22
42,cape town,0,ZA,1561852889,76,-33.93,18.42,57.0,17.22
43,georgetown,75,GY,1561852889,78,6.8,-58.16,82.4,9.17
44,torbay,75,CA,1561852682,87,47.66,-52.73,54.0,2.53
45,ilebo,45,CD,1561852889,46,-4.33,20.59,76.77,0.43
46,lumberton,75,US,1561852889,100,30.27,-94.2,73.4,3.36
47,sistranda,90,NO,1561852890,100,63.73,8.83,54.0,4.7
48,marystown,78,CA,1561852892,68,47.17,-55.16,52.36,7.05
49,itoman,20,JP,1561852892,84,26.12,127.67,86.0,19.46
50,kodiak,1,US,1561852893,26,39.95,-94.76,93.99,12.75
51,arraial do cabo,0,BR,1561852893,77,-22.97,-42.02,72.0,14.54
52,valsad,90,IN,1561852893,94,20.61,72.93,82.4,3.36
53,ngaoundere,61,CM,1561852894,95,7.32,13.58,66.69,0.94
54,chokurdakh,10,RU,1561852894,50,70.62,147.9,53.57,8.9
55,den helder,42,NL,1561852894,64,52.96,4.76,75.2,5.82
56,yatou,75,CM,1561852894,94,3.63,9.81,78.8,2.24
57,camacha,20,PT,1561852894,68,33.08,-16.33,68.0,11.41
58,carnarvon,0,ZA,1561852895,34,-30.97,22.13,49.07,9.53
59,busselton,41,AU,1561852895,86,-33.64,115.35,54.0,22.53
60,lumby,90,CA,1561852895,52,50.25,-118.97,71.01,18.34
61,sarangani,100,PH,1561852897,74,5.4,125.46,82.85,10.13
62,moose factory,90,CA,1561852898,87,51.26,-80.61,51.8,11.41
63,hofn,100,IS,1561852898,96,64.25,-15.21,34.92,10.83
64,farafangana,91,MG,1561852899,97,-22.82,47.83,68.27,3.04
65,rio gallegos,90,AR,1561852830,86,-51.62,-69.22,33.8,12.75
66,tuktoyaktuk,75,CA,1561852901,80,69.44,-133.03,39.2,11.41
67,bukachacha,26,RU,1561852901,41,52.99,116.91,67.8,5.55
68,shingu,75,JP,1561852902,100,33.72,135.99,77.0,9.17
69,bani walid,0,LY,1561852902,53,31.76,14.0,73.69,5.77
70,lebu,100,ET,1561852602,86,8.96,38.73,58.21,3.49
71,sijunjung,14,ID,1561852902,94,-0.69,100.95,67.17,0.96
72,alice springs,0,AU,1561852621,49,-23.7,133.88,46.4,2.24
73,xiantao,100,CN,1561852902,88,30.37,113.44,74.45,2.64
74,colares,0,PT,1561852903,77,38.8,-9.45,66.99,16.11
75,severo-yeniseyskiy,0,RU,1561852903,43,60.37,93.04,74.16,2.86
76,leipzig,0,DE,1561852904,56,51.34,12.38,68.0,8.05
77,vardo,1,US,1561852904,45,39.62,-77.74,86.0,5.79
78,victoria,75,BN,1561852904,94,5.28,115.24,80.6,9.22
79,castro,90,CL,1561852905,100,-42.48,-73.76,41.0,1.63
80,lodja,83,CD,1561852636,67,-3.52,23.6,72.83,0.43
81,kuala terengganu,75,MY,1561852905,88,5.33,103.14,77.0,2.24
82,saint-philippe,90,CA,1561852906,93,45.36,-73.48,70.0,3.36
83,norman wells,90,CA,1561852906,93,65.28,-126.83,51.8,16.11
84,iqaluit,75,CA,1561852906,75,63.75,-68.52,42.8,13.87
85,wajir,45,KE,1561852906,60,1.75,40.07,75.42,18.1
86,nishihara,90,JP,1561852906,100,35.74,139.53,73.99,3.36
87,sur,0,OM,1561852902,49,22.57,59.53,88.97,10.69
88,cherskiy,100,RU,1561852721,71,68.75,161.3,46.55,13.09
89,shubarkuduk,100,KZ,1561852907,30,49.15,56.49,73.73,11.7
90,ancud,90,CL,1561852907,100,-41.87,-73.83,41.0,3.85
91,bandarbeyla,100,SO,1561852907,62,9.49,50.81,77.85,24.76
92,portland,90,US,1561852740,83,43.66,-70.25,78.8,3.36
93,puerto ayora,20,EC,1561852610,69,-0.74,-90.35,77.0,19.46
94,poum,0,MK,1561852908,79,41.28,20.71,50.9,5.35
95,provideniya,100,RU,1561852908,96,64.42,-173.23,44.08,3.62
96,pochutla,40,MX,1561852908,66,15.74,-96.47,86.0,1.12
97,tiznit,2,MA,1561852789,90,29.7,-9.73,66.49,10.67
98,butaritari,84,KI,1561852643,66,3.07,172.79,83.59,2.86
99,grindavik,75,IS,1561852698,100,63.84,-22.43,53.01,4.7
100,chinhoyi,75,ZW,1561852908,72,-17.36,30.19,50.45,5.26
101,hithadhoo,85,MV,1561852909,71,-0.6,73.08,82.69,20.38
102,acajutla,100,SV,1561852780,68,13.59,-89.83,85.03,7.18
103,kaduqli,100,SD,1561852912,79,11.01,29.72,74.63,6.6
104,sorland,97,NO,1561852914,70,67.67,12.69,45.14,16.33
105,moron,99,HT,1561852914,80,18.56,-74.26,82.37,6.38
106,salalah,75,OM,1561852914,94,17.01,54.1,80.6,5.82
107,manoharpur,99,IN,1561852914,80,22.35,85.21,79.25,3.65
108,vila velha,75,BR,1561852812,78,-3.71,-38.6,78.8,10.29
109,sept-iles,75,CA,1561852682,93,50.2,-66.38,54.0,5.82
110,fort nelson,40,CA,1561852915,36,58.81,-122.69,77.0,9.17
111,pevek,100,RU,1561852917,99,69.7,170.27,34.14,10.63
112,port blair,100,IN,1561852917,80,11.67,92.75,83.82,25.39
113,aklavik,75,CA,1561852918,62,68.22,-135.01,51.8,6.93
114,zhigansk,25,RU,1561852918,37,66.77,123.37,62.13,16.55
115,curuca,46,BR,1561852919,95,-2.52,-61.06,74.82,1.9
116,dayong,40,CN,1561852919,89,25.02,118.29,84.2,2.24
117,sheltozero,38,RU,1561852920,82,61.37,35.37,52.29,7.14
118,redcliffe,75,AU,1561852920,81,-31.94,115.94,53.6,4.7
119,port elizabeth,1,US,1561852920,83,39.31,-74.98,75.2,5.82
120,port lincoln,100,AU,1561852921,73,-34.72,135.86,56.73,25.52
121,ingham,15,AU,1561852812,65,-18.65,146.16,70.52,1.74
122,upernavik,0,GL,1561852922,81,72.79,-56.15,39.76,12.39
123,tilichiki,100,RU,1561852922,90,60.47,166.1,48.17,6.17
124,houston,90,US,1561852701,94,29.76,-95.37,79.0,16.11
125,dikson,52,RU,1561852712,90,73.51,80.55,34.94,8.37
126,pokrovo-prigorodnoye,46,RU,1561852922,80,52.68,41.42,49.59,6.85
127,peniche,0,PT,1561852923,77,39.36,-9.38,64.4,16.11
128,rovnoye,100,RU,1561852923,79,50.78,46.06,58.7,7.7
129,hobyo,100,SO,1561852923,72,5.35,48.53,76.23,22.97
130,xining,68,CN,1561852923,81,36.62,101.77,46.47,2.77
131,margate,75,AU,1561852923,57,-43.03,147.26,51.8,17.22
132,touros,40,BR,1561852924,88,-5.2,-35.46,73.4,3.36
133,caravelas,0,BR,1561852924,88,-17.73,-39.27,73.83,5.35
134,nikolskoye,20,RU,1561852924,77,59.7,30.79,61.0,8.95
135,hengshan,75,TW,1561852924,84,24.72,121.14,89.01,9.17
136,kermanshah,0,IR,1561852925,47,34.32,47.07,75.2,1.19
137,bubaque,75,GW,1561852928,81,11.28,-15.83,79.88,8.37
138,aljezur,0,PT,1561852929,77,37.31,-8.8,69.01,19.39
139,tuatapere,100,NZ,1561852929,76,-46.13,167.69,51.01,7.99
140,gambela,100,ET,1561852929,69,8.25,34.59,68.34,3.4
141,bethel,90,US,1561852634,68,60.79,-161.76,64.4,4.7
142,ponyri,96,RU,1561852930,91,52.32,36.3,48.04,6.67
143,geraldton,40,CA,1561852845,46,49.72,-86.95,73.4,4.7
144,bemidji,1,US,1561852930,57,47.48,-94.89,78.8,8.05
145,praia da vitoria,40,PT,1561852931,88,38.73,-27.07,66.99,3.15
146,la sarre,97,CA,1561852931,83,48.8,-79.2,53.04,9.35
147,ayan,0,IR,1561852931,53,38.23,44.7,52.67,2.91
148,namibe,90,AO,1561852931,84,-15.19,12.15,64.89,17.54
149,adrar,55,DZ,1561852682,8,27.87,-0.29,100.4,21.92
150,ginir,71,ET,1561852931,94,7.14,40.71,57.74,6.62
151,berlevag,0,NO,1561852932,78,70.86,29.09,42.12,13.96
152,mahon,20,IE,1561852932,93,51.89,-8.4,59.0,8.05
153,taltal,0,CL,1561852932,75,-25.41,-70.49,51.82,3.24
154,khatanga,98,RU,1561852934,63,71.98,102.47,59.51,15.57
155,kahului,40,US,1561852675,48,20.89,-156.47,89.6,16.11
156,ribeira grande,20,PT,1561852934,72,38.52,-28.7,67.25,9.55
157,lata,59,IN,1561852934,73,30.78,78.62,41.72,3.44
158,lima,90,PE,1561852934,93,-12.06,-77.04,62.6,3.36
159,giulianova,0,IT,1561852935,64,42.75,13.97,71.01,4.7
160,souillac,90,FR,1561852937,88,45.6,-0.6,69.01,8.05
161,asyut,0,EG,1561852938,37,27.18,31.19,86.0,11.41
162,cabo rojo,90,PR,1561852699,83,18.09,-67.15,84.99,13.87
163,aksay,96,KZ,1561852938,74,51.17,53.01,68.67,3.85
164,kabinda,55,CD,1561852938,40,-6.14,24.49,69.32,3.09
165,darnah,0,LY,1561852938,79,32.77,22.64,77.51,2.68
166,lavumisa,0,ZA,1561852939,55,-27.31,31.88,55.91,5.5
167,caetite,3,BR,1561852819,74,-14.07,-42.48,64.11,9.6
168,kaeo,3,NZ,1561852939,86,-35.1,173.78,57.0,14.0
169,howard springs,40,AU,1561852939,53,-12.5,131.05,77.0,14.99
170,mantua,0,IT,1561852939,64,45.16,10.79,80.6,2.24
171,gladstone,75,AU,1561852942,68,-23.84,151.26,70.0,5.82
172,cidreira,43,BR,1561852942,78,-30.17,-50.22,70.63,5.95
173,manikpur,82,IN,1561852942,53,25.07,81.1,86.38,14.94
174,bambous virieux,40,MU,1561852942,64,-20.34,57.76,71.6,16.11
175,saint john,90,CA,1561852943,100,45.28,-66.06,64.4,5.82
176,anito,100,PH,1561852943,88,12.45,125.29,78.41,3.22
177,palana,100,RU,1561852943,93,59.08,159.95,47.18,9.86
178,esperance,7,AU,1561852943,71,-33.86,121.89,50.0,17.22
179,airai,91,TL,1561852944,63,-8.93,125.41,75.63,1.3
180,cascais,0,PT,1561852944,77,38.7,-9.42,66.99,16.11
181,lorengau,51,PG,1561852944,78,-2.02,147.27,82.24,4.14
182,yertsevo,100,RU,1561852946,94,60.8,40.09,44.46,6.71
183,tiksi,99,RU,1561852946,79,71.64,128.87,41.34,9.24
184,ilulissat,75,GL,1561852947,86,69.22,-51.1,39.2,8.05
185,wakkanai,75,JP,1561852947,93,45.41,141.67,57.2,6.93
186,oga,0,IT,1561852947,93,46.46,10.35,68.0,4.7
187,apricena,5,IT,1561852948,100,41.78,15.44,66.2,10.29
188,bilibino,100,RU,1561852948,82,68.06,166.44,46.11,6.64
189,mayor pablo lagerenza,80,PY,1561852948,44,-19.93,-60.77,85.91,12.95
190,morehead,1,US,1561852948,51,38.18,-83.43,87.8,4.36
191,mitsamiouli,20,KM,1561852949,80,-11.38,43.28,79.09,4.61
192,faya,0,SA,1561852952,28,18.39,42.45,73.4,3.29
193,clermont,0,FR,1561852952,77,49.38,2.41,82.99,9.17
194,solnechnyy,98,RU,1561852952,61,50.72,136.64,68.47,3.44
195,bagotville,90,AU,1561852953,100,-28.98,153.42,64.99,4.7
196,san cristobal,100,HN,1561852953,83,14.68,-86.92,70.68,4.41
197,kapaa,75,US,1561852953,66,22.08,-159.32,84.2,14.99
198,krasnoborsk,100,RU,1561852953,99,61.56,45.93,54.02,3.09
199,adamas,0,GR,1561852953,72,36.73,24.43,76.07,25.7
200,racale,5,IT,1561852954,88,39.96,18.09,77.0,16.11
201,san patricio,60,PY,1561852954,60,-26.98,-56.83,77.25,3.49
202,pisco,90,PE,1561852954,30,-13.71,-76.2,71.6,12.75
203,vila franca do campo,20,PT,1561852954,82,37.72,-25.43,62.6,4.7
204,williston,20,US,1561852761,58,48.15,-103.62,82.4,11.41
205,te anau,100,NZ,1561852955,80,-45.41,167.72,48.18,1.88
206,tasiilaq,100,GL,1561852957,57,65.61,-37.64,48.2,10.29
207,chyhyryn,76,UA,1561852959,91,49.08,32.67,50.7,7.4
208,yumen,74,CN,1561852959,22,40.29,97.04,73.6,13.42
209,la ronge,75,CA,1561852959,82,55.1,-105.3,60.8,9.17
210,lincoln,61,GB,1561852959,77,53.23,-0.54,71.6,11.41
